,J,Params
427,0.9181726485828271,"[0.0023506459695540882, 3.4604528333087803]"
428,1.0741679931931511,"[0.006130190054551872, 4.0710275368559685]"
429,0.923378814796084,"[0.0023506459695540882, 2.8642004438865305]"
430,1.0658415718783607,"[0.005837004401577427, 5.117986182121341]"
431,1.0564840345545286,"[0.005391161028805666, 3.0404845107112366]"
432,1.0574514517720788,"[0.005391161028805666, 2.7267858287719244]"
433,1.0751916473738155,"[0.006053793974211097, 3.1914204588064994]"
434,1.0868836727933364,"[0.006532768395861884, 3.4111584614366914]"
435,1.0445298885051852,"[0.004995871730860175, 2.39455137086916]"
436,1.072979517165954,"[0.005837004401577427, 2.562347849388538]"
437,1.0602869574600278,"[0.005391161028805666, 2.1648363739091643]"
438,1.0458531398865663,"[0.004995871730860175, 1.9371966614649767]"
439,1.0661132136633868,"[0.005446258610232327, 1.780444433669591]"
440,1.069953246763945,"[0.005446258610232327, 1.4543094907437961]"
441,1.0504482028644657,"[0.004995871730860175, 1.0987786570862454]"
442,1.05244050120317,"[0.004995871730860175, 0.8209719334367804]"
443,1.090422318958465,"[0.007080244244328236, 7.755911653294522]"
444,1.083368534649689,"[0.006635794311945176, 7.316555745937531]"
445,1.0755658892483944,"[0.005391161028805666, 1.0100321586147563]"
446,1.044101808785631,"[0.004995871730860175, 0.5763318324159213]"
447,1.059242050374632,"[0.005391161028805666, 0.5074365380209737]"
448,1.0963418649180097,"[0.005837004401577427, 1.1678387409785644]"
449,0.9526736719099627,"[0.004995871730860175, 0.3507120768583061]"
450,1.0823590498446667,"[0.005837004401577427, 1.790490748725981]"
451,1.099078456672427,"[0.007636461494593625, 7.742387454989001]"
452,1.1151195668354188,"[0.006053793974211097, 0.6951324883070327]"
453,1.0850023566816123,"[0.0067053581234152605, 6.505411128145183]"
454,1.0604484947055803,"[0.005837004401577427, 15.066744246397526]"
455,0.922376600870303,"[0.0023506459695540882, 2.6187131762011475]"
456,0.9118438816594843,"[0.0023506459695540882, 4.339815879178246]"
457,0.9162521081817542,"[0.0023506459695540882, 3.8852535587639934]"
458,0.9035672338122039,"[0.0023506459695540882, 5.34726941778774]"
459,1.0347014458565809,"[0.00471191913000845, 3.1759369843543848]"
460,0.9187281463893955,"[0.0023137714673377423, 2.4610838076898935]"
461,0.9330482640340152,"[0.003580078409573138, 0.6333321585634653]"
462,1.0769282848374335,"[0.005837004401577427, 2.16424599019527]"
463,0.9084608450488466,"[0.0023506459695540882, 4.728900591668947]"
464,0.8938310294886863,"[0.0023506459695540882, 6.137046149024372]"
465,0.8873239670264068,"[0.0023506459695540882, 6.684337856595895]"
466,1.0782233887773462,"[0.006323423149220844, 7.00776479867596]"
467,1.1027910625912851,"[0.006508194702470476, 2.050581108991388]"
468,1.0803495062566193,"[0.006323423149220844, 10.427301269775723]"
469,0.9650582330634886,"[0.004, 0.5527269539802306]"
470,1.1142372454230576,"[0.006233831445030993, 1.239488529197172]"
471,0.9304659798468008,"[0.004, 0.39987893551860076]"
472,0.9181372990094453,"[0.0023506459695540882, 2.186255158981883]"
473,1.044024379938719,"[0.004995871730860175, 3.7102134016317603]"
474,1.0592814050209243,"[0.005837004401577427, 15.46619493616384]"
475,1.0424654717396293,"[0.005446258610232327, 16.2666605408152]"
476,1.077209339316169,"[0.006323423149220844, 12.62683340872735]"
477,1.0484883969367762,"[0.004995871730860175, 1.3610680992494553]"
478,1.067668367556205,"[0.005837004401577427, 6.478888496949766]"
479,1.0594937026790356,"[0.005894673987551875, 16.032494853663724]"
480,1.0874369438150182,"[0.006791089402783457, 13.723587090467017]"
481,0.9068168896397028,"[0.0023506459695540882, 5.033285238342782]"
482,1.0930093599352972,"[0.007235248871517851, 8.975064055546376]"
483,1.0927793974597058,"[0.007000742722435621, 13.2988016603245]"
484,1.0156974350322876,"[0.004995871730860175, 16.904789424726374]"
485,1.0191725569103733,"[0.005071878479882242, 17.070374438971378]"
486,0.9462138795515538,"[0.004, 17.137716226463414]"
487,1.0175623601940733,"[0.005071878479882242, 17.29003444083024]"
488,1.0123298394148097,"[0.004995871730860175, 17.462246905766456]"
489,1.0413982944032667,"[0.00552723705113901, 17.081906274164773]"
490,1.011187880946867,"[0.004995871730860175, 17.636410314668222]"
491,1.0981063782500193,"[0.007232835208805962, 13.130265629124878]"
492,1.098593825625178,"[0.007498087658601167, 9.934988931150473]"
493,1.0100851484727702,"[0.004995871730860175, 17.774998443059488]"
494,1.0384094689047871,"[0.005391161028805666, 16.6265969015061]"
495,1.0621526330900455,"[0.006053793974211097, 16.72156843486045]"
496,1.0745406481396294,"[0.006323423149220844, 14.907059826437804]"
497,1.0882170135681084,"[0.006935586468672093, 8.690391158814661]"
498,1.0895862401230076,"[0.006935586468672093, 9.414446740233405]"
499,1.094605094066445,"[0.007365036251011162, 8.18384650264498]"
